basename;light_lighting;light_background;light_exposure;light_color;emotion;eyes_left;eyes_right;headwear;camera;blur;low_resolution;object;filename;const_left;const_right;genome;blink;sharpness;up_down;left_right;confidence
144329.mp4.0008.jpg;1;1;-1;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/144329.mp4.0008.jpg;0.31;0.31;african;0.042723745;0.875;0.28089887;-0.06818182;0.0
144329.mp4.0006.jpg;1;1;-1;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/144329.mp4.0006.jpg;0.31;0.34;african;0.01782485;0.9375;0.16853933;0.07865169;0.0
144329.mp4.0005.jpg;1;1;-1;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/144329.mp4.0005.jpg;0.29;0.34;african;0.031122535;0.9375;0.25;0.08045977;0.0
138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0029.jpg;1;0;0;0;0;0;0;0;0;4;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0029.jpg;0.21;0.22;european;0.002412392;0.75;-0.1724138;-0.022727273;0.5661497
138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0022.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0022.jpg;0.22;0.27;european;0.0008948671;0.5625;-0.2;0.011764706;0.4781474
138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0005.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/138111cf-f62b-4688-bf32-d78ec3239d1b.quicktime.0005.jpg;0.26;0.24;european;0.002571335;0.5;-0.24705882;-0.023809524;0.4252898
111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0034.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0034.jpg;0.28;0.23;european;0.019965306;0.9375;0.0;-0.084337346;0.74903756
111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0016.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0016.jpg;0.26;0.24;european;0.0282877;1.0;0.13953489;-0.057471264;0.7213597
111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0011.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/111964f9-cd26-481e-ae0e-2139db9c174c.mp4.0011.jpg;0.28;0.28;european;0.030942442;0.875;0.0952381;-0.012048192;0.6875671
108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0014.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0014.jpg;0.24;0.26;african;0.34739637;1.0;-0.037037037;0.012345679;0.4927871
108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0010.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0010.jpg;0.29;0.26;african;0.8865248;1.0;-0.088607594;0.11392405;0.0
108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0003.jpg;0;0;0;0;0;-6;-6;0;0;0;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/108641b2-45a4-4b4d-96ec-adabb2e5fbd0.mp4.0003.jpg;0.24;0.26;asian;0.8006018;1.0;0.045454547;-0.045454547;0.31512734
100337.mp4.0031.jpg;1;0;0;0;2;0;0;0;0;3;2;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/100337.mp4.0031.jpg;0.31;0.24;african;0.0017959961;0.75;0.505618;-0.054945055;0.21850383
100337.mp4.0017.jpg;1;0;0;0;2;0;0;0;0;6;1;0;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/100337.mp4.0017.jpg;0.26;0.27;african;1.1230223e-05;0.8125;0.3488372;0.011494253;0.0
100337.mp4.0005.jpg;1;0;0;0;2;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/100337.mp4.0005.jpg;0.29;0.25;african;0.0007074296;0.375;0.45238096;-0.060240965;0.06544605
077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0035.jpg;1;0;0;0;3;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0035.jpg;0.17;0.2;asian;0.29059592;0.6875;0.11111111;-0.15555556;0.39684433
077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0027.jpg;1;0;0;0;2;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0027.jpg;0.19;0.16;asian;0.15103352;0.5625;-0.036144577;-0.18072289;0.41192257
077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0021.jpg;1;0;0;0;2;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/077466f6-a9e6-4e67-8d8e-911f99ccb252.mp4.0021.jpg;0.22;0.22;asian;0.04368628;0.625;0.123595506;-0.19101124;0.4996251
065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0019.jpg;0;0;0;0;4;-2;-2;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0019.jpg;0.06;0.08;asian;0.9988746;0.875;-0.045454547;-0.3181818;0.0
065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0015.jpg;0;0;0;2;4;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0015.jpg;0.24;0.23;african;0.00052054634;0.625;0.060240965;-0.18072289;0.54512745
065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0003.jpg;0;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_6_origami_extended_0003_112/object_6/065597b5-b9b3-4f0e-a452-82a483f12ba4.mp4.0003.jpg;0.18;0.19;asian;4.6853092e-05;0.5;-0.18681319;-0.10869565;0.5826236
d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0007.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0007.jpg;0.31;0.31;african;6.685559e-06;0.9375;0.37777779;-0.06666667;0.6928908
d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0005.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0005.jpg;0.29;0.3;african;5.720005e-06;0.875;0.36956522;-0.06521739;0.6866576
d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0002.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5f23353-6e00-4f45-8830-b51ed35e719c.quicktime.0002.jpg;0.27;0.29;african;3.6513059e-06;0.75;0.37078652;-0.06818182;0.62131095
d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0021.jpg;0;0;0;0;0;-5;-5;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0021.jpg;0.06;0.04;african;1.0;0.5625;0.0989011;0.06666667;0.0
d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0014.jpg;0;0;0;0;0;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0014.jpg;0.27;0.25;african;0.00067119946;0.6875;0.19101124;0.07692308;0.0
d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0007.jpg;0;0;0;0;4;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5eeaf25-04ed-4542-9abe-94650d39fab1.mp4.0007.jpg;0.29;0.26;african;0.00016046806;0.625;0.21839081;0.10344828;0.39536953
d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0026.jpg;2;2;-1;0;0;0;0;0;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0026.jpg;0.25;0.22;african;0.00048082633;0.375;0.35555556;-0.07692308;0.0083884895
d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0018.jpg;2;2;-1;0;0;-2;-2;0;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0018.jpg;0.11;0.1;african;0.99737906;0.25;0.3882353;-0.05882353;0.0
d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0010.jpg;2;2;-1;0;0;-2;-2;0;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5ec93f8-23c5-4dd1-9e69-8d71ae5102e0.mp4.0010.jpg;0.13;0.09;african;0.99971515;0.3125;0.3580247;-0.075;0.0
d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0019.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0019.jpg;0.18;0.2;african;1.684868e-05;0.4375;0.18421052;0.10526316;0.0
d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0018.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0018.jpg;0.21;0.23;african;1.9181876e-05;0.4375;0.13513513;0.06666667;0.0
d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0011.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d5839b1d-933a-4321-9e99-3ec8b9bfd898.mp4.0011.jpg;0.18;0.21;african;0.008200271;0.3125;0.014492754;0.29411766;0.0
d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0016.jpg;1;1;0;0;0;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0016.jpg;0.13;0.1;african;0.07272298;0.25;0.20930232;0.11627907;0.05725957
d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0007.jpg;1;1;0;0;0;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0007.jpg;0.09;0.1;african;0.24520963;0.5;0.056179777;0.13333334;0.18009622
d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0004.jpg;1;1;0;0;0;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d582dda2-70eb-4b68-aaee-50d9f5acf69c.mp4.0004.jpg;0.12;0.07;asian;0.2852765;0.3125;0.06521739;0.10869565;0.037575107
d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0027.jpg;2;0;0;0;0;0;0;0;0;6;1;0;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0027.jpg;0.27;0.22;african;0.0008788154;0.8125;-0.011494253;-0.2967033;0.39169055
d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0008.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0008.jpg;0.27;0.25;african;0.00013411058;0.9375;0.27906978;-0.30232558;0.37834325
d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0003.jpg;2;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d542289f-45de-4342-9c50-4fcdf5e9b68e.quicktime.0003.jpg;0.25;0.25;african;0.00013418795;0.9375;0.26666668;-0.22222222;0.4012127
d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0026.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0026.jpg;0.31;0.29;asian;0.00019898418;0.375;0.16666667;0.04761905;0.0
d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0017.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0017.jpg;0.28;0.27;african;0.0003906616;0.4375;0.10843374;0.14634146;0.0
d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0005.jpg;1;1;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d52f12fa-74dd-4b35-844f-89f553ef67ff.mp4.0005.jpg;0.27;0.27;african;1.3510287e-05;0.375;0.20512821;0.088607594;0.0
d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0022.jpg;1;1;0;0;0;0;0;0;0;6;2;0;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0022.jpg;0.24;0.18;asian;4.1690582e-05;1.0;0.24731183;-0.14583333;0.75646114
d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0021.jpg;1;1;0;0;0;0;0;0;0;6;2;0;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0021.jpg;0.2;0.22;asian;0.000104262836;1.0;0.24210526;-0.1368421;0.7737342
d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0014.jpg;1;1;0;0;4;0;0;0;0;6;2;0;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d4f7a938-2f3d-44d6-9105-d978b70e82e5.quicktime.0014.jpg;0.24;0.23;asian;4.135803e-05;0.9375;0.23404256;-0.1368421;0.7391273
d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0026.jpg;1;0;0;0;0;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0026.jpg;0.27;0.31;african;0.0005537479;1.0;0.325;0.075;0.69380313
d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0015.jpg;1;0;0;0;0;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0015.jpg;0.3;0.31;african;0.00063990883;0.9375;0.25301206;0.10843374;0.66943187
d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0004.jpg;1;0;0;0;0;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d45872e5-8553-4c17-860a-f4e0b03fe1d4.mp4.0004.jpg;0.31;0.33;african;0.000308561;0.9375;0.25301206;0.0952381;0.67227644
d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0014.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0014.jpg;0.19;0.23;african;0.0844688;0.8125;0.012345679;0.048780486;0.0
d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0010.jpg;1;0;0;0;-1;0;-2;2;0;4;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0010.jpg;0.16;0.17;european;0.88670886;0.75;0.11627907;0.023255814;0.0
d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0003.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d422b909-6691-47ba-9aa2-0f165c961d94.mp4.0003.jpg;0.21;0.25;european;0.012563228;0.75;0.037037037;0.012345679;0.0
d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0004.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0004.jpg;0.36;0.31;african;5.0518334e-05;0.5625;0.39534885;-0.046511628;0.0
d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0002.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0002.jpg;0.31;0.29;african;4.2520118e-05;0.5625;0.3809524;0.03529412;0.0
d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0001.jpg;1;0;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d38296c9-2bc6-4aeb-b138-aa3b6d8c5437.mp4.0001.jpg;0.33;0.33;african;3.0004703e-05;0.625;0.37209302;-0.046511628;0.0
d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0019.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0019.jpg;0.26;0.23;african;0.0029879087;1.0;0.011764706;-0.069767445;0.8382121
d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0011.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0011.jpg;0.24;0.22;african;0.0056644697;1.0;0.17777778;-0.04347826;0.8461978
d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0002.jpg;0;0;0;0;0;0;0;2;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d34ba5ce-a15d-4291-8b0a-15a5c3246dd2.mp4.0002.jpg;0.26;0.24;african;0.007428264;1.0;0.07865169;-0.08695652;0.82916313
d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0030.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0030.jpg;0.27;0.25;african;0.00023971518;0.8125;0.5;-0.011764706;0.56126225
d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0023.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0023.jpg;0.29;0.28;african;0.0001481067;0.8125;0.5180723;0.012048192;0.5619436
d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0008.jpg;1;0;0;0;0;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d2a3034c-d6ba-4c49-a9c2-6564b02f9724.mp4.0008.jpg;0.27;0.27;african;3.642466e-05;0.8125;0.42528737;0.0;0.5903934
d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0019.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0019.jpg;0.2;0.21;african;0.16732983;0.75;-0.16853933;-0.22727273;0.0
d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0008.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0008.jpg;0.23;0.21;african;0.23172766;0.875;-0.11111111;-0.15555556;0.0
d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0007.jpg;1;0;0;0;-1;0;0;2;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1ee6317-d03f-4d0f-a736-256e6b8f7248.mp4.0007.jpg;0.26;0.22;african;0.33562562;0.875;-0.07692308;-0.18681319;0.0
d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0006.jpg;1;1;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0006.jpg;0.3;0.35;european;0.00081573514;0.4375;0.5217391;0.3647059;0.0
d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0005.jpg;1;1;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0005.jpg;0.32;0.33;european;0.000794233;0.5;0.49473685;0.3483146;0.0
d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0003.jpg;1;1;0;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d1181627-2ef9-463b-8b50-047fc8b0cd15.quicktime.0003.jpg;0.28;0.3;european;0.0008139446;0.5625;0.4408602;0.28735632;0.0
d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0006.jpg;1;0;-1;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0006.jpg;0.31;0.31;african;3.6575027e-05;0.5625;0.3902439;-0.07317073;0.0
d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0004.jpg;1;0;-1;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0004.jpg;0.31;0.31;african;1.6358881e-05;0.5;0.4025974;-0.09090909;0.059692506
d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0002.jpg;1;0;-1;0;-1;0;0;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d0d0aaea-4322-468d-987d-8d0ec97e6ad5.mp4.0002.jpg;0.36;0.31;african;2.8051041e-05;0.4375;0.3647059;0.011764706;0.0
d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0032.jpg;0;0;0;0;-1;-6;-6;2;0;0;0;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0032.jpg;0.24;0.24;african;0.016988534;0.8125;0.5308642;0.012345679;0.14843382
d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0014.jpg;0;0;0;0;-1;-6;-6;2;0;0;0;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0014.jpg;0.22;0.27;african;0.076486714;0.8125;0.41463414;-0.036144577;0.096408635
d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0001.jpg;0;0;0;0;-1;-6;-6;2;0;0;0;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d090bba4-f6d1-42c9-88b8-e0fe5a759ade.mp4.0001.jpg;0.25;0.29;african;0.0191993;0.75;0.525;0.03797468;0.095130146
d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0031.jpg;1;2;0;0;-1;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0031.jpg;0.28;0.3;african;3.3171273e-05;0.6875;0.05263158;-0.078947365;0.0
d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0024.jpg;1;2;0;0;-1;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0024.jpg;0.3;0.28;african;2.8458091e-05;0.6875;0.13513513;0.08108108;0.0
d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0021.jpg;1;2;0;0;-1;-6;-6;0;0;6;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d08c466a-20f5-4dfc-a113-9da7c8f888ea.mp4.0021.jpg;0.29;0.32;african;3.9298564e-05;0.75;0.27027026;0.093333334;0.0
d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0005.jpg;1;0;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0005.jpg;0.27;0.23;african;0.00048751174;0.8125;0.22891566;-0.2195122;0.41106316
d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0002.jpg;1;0;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0002.jpg;0.25;0.25;african;0.00032280097;0.9375;0.26190478;-0.14285715;0.54919696
d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0001.jpg;1;0;0;0;0;0;0;0;0;0;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/d07bebd0-ffe3-4ae5-b2eb-66d20fb769ab.quicktime.0001.jpg;0.29;0.24;african;0.0002471313;0.9375;0.27710843;-0.15662651;0.60054845
cffec491-1af8-4fa5-b4a3-bf3d4fee6366.mp4.0004.jpg;0;2;-1;0;-1;0;0;2;0;5;1;1;/mnt/data/frames/new_test/frames_1_origami_extended_0003_112/med_mask_1/cffec491-1af8-4fa5-b4a3-bf3d4fee6366.mp4.0004.jpg;0.25;0.22;african;0.0003539457;0.875;0.3258427;-0.123595506;0.0
